Financial Year,Coin,Sale Reference,Lot Reference,Quantity Sold,Unit Cost (ZAR),Total Cost (ZAR),Selling Price (ZAR),Proceeds (ZAR),Profit/Loss (ZAR),Fee Reference,Fee Amount (ZAR)
FY2021,LTC,00b2fbda,in_buy_1fbb706d5ae891,0.28263457,1939.9969386193173121,548.310200547987142198939297,2016.9951369337087279,570.072553219349884815263503,21.762352671362742616324206,,0
FY2021,XBT,062d7069,in_buy_cdca06160220e9,0.0061,488565,2980.2465,559000,3409.9,429.6535,,0
FY2021,XBT,095777cb,in_buy_86067ed12c701f,0.000789,550000,433.95,538998.7325728770595691,425.2700000000000000000199,-8.6799999999999999999801,,0
FY2021,XBT,17fc4763,in_buy_7733fce1be9f61,0.000201,736394,148.015194,720995.0248756218905473,144.9200000000000000000073,-3.0951939999999999999927,,0
FY2021,XBT,18611244,in_buy_4ca0005538800c,0.00101346,483676.9230769230769231,490.187214461538461538484926,576998.3073161557269137,584.764704532631182997958402,94.577490071092721459473476,,0
FY2021,XBT,18611244,in_buy_9eef08cf74564f,0.00430354,483678.8381742738589212,2081.531227236514522821741048,576998.3073161557269137,2483.135295467368817002184498,401.60406823085429418044345,,0
FY2021,ETH,19a69c62,in_buy_d6269365d16288,0.02884266,17369.0538346875984608,500.969714275590608621377728,22201.8051261593697018,640.359116640071806123318788,139.38940236448119750194106,,0
FY2021,ETH,19a69c62,in_buy_26d4a862a3cfa0,0.01126534,15899.8616698201707662,179.117347663491962539303508,22201.8051261593697018,250.110883359928193876475612,70.993535696436231337172104,,0
FY2021,XBT,1e9f75db,in_buy_3059768b7ba5ee,0.0015,720102,1080.153,718013.3333333333333333,1077.01999999999999999995,-3.13300000000000000005,,0
FY2021,ETH,1f18a3b4,in_buy_d199deb349df68,0.079502,20100,1597.9902,22321.9541646751025131,1774.6399999999999999964762,176.6497999999999999964762,,0
FY2021,LTC,1f82276e,in_buy_00bce0d59abca2,0.22106543,1900.9796718099436689,420.240888569924075441156127,2016.9907323278211884,445.886923548064691976757012,25.646034978140616535600885,,0
FY2021,LTC,1f82276e,in_buy_ddf5a889ddbfb5,0.32923457,1900.9950987672657062,625.873303914748254856503334,2016.9907323278211884,664.063076451935307999762988,38.189772537187053143259654,,0
FY2021,XBT,23820644,in_buy_f318fa082e39cf,0.002032,550538.5184274417759639,1118.6942694445616887586448,615000,1249.68,130.9857305554383112413552,,0
FY2021,LTC,24acc8ca,in_buy_14ade2b71bf176,2.99973457,1956,5867.48081892,2184.9981579270539113,6554.414509720103155980323641,686.933690800103155980323641,,0
FY2021,LTC,24acc8ca,in_buy_4c2aa08be0b461,1.07176543,1997.9988277652181194,2141.386072779284936782532342,2184.9981579270539113,2341.805490279896843877626359,200.419417500611907095094017,,0
FY2021,XRP,24d43a7d,in_buy_4a14c02dce53f4,128,4,512,4.98,637.44,125.44,,0
FY2021,XRP,24d43a7d,in_buy_64e697036541a4,696,4,2784,4.98,3466.08,682.08,,0
FY2021,XBT,251d245c,in_buy_2c1383019bb5cd,0.00281346,525100,1477.347846,546999.2993694324892403,1538.960648803923531178014438,61.612802803923531178014438,,0
FY2021,XBT,251d245c,in_buy_7634e76c273ae4,0.00217754,532000,1158.45128,546999.2993694324892403,1191.112854348914022620322862,32.661574348914022620322862,,0
FY2021,XBT,251d245c,in_buy_66585d5b8472d1,0.005,528000,2640,546999.2993694324892403,2734.9964968471624462015,94.9964968471624462015,,0
FY2021,ETH,2c390ce8,in_buy_5ba6d05b233687,0.00000066,19611,0.01294326,21750,0.014355,0.00141174,,0
FY2021,ETH,2c390ce8,in_buy_9c49c8ed0cd1d5,0.12267734,20149.9861425846525049,2471.946701009145894125468966,21750,2668.232145,196.285443990854105874531034,,0
FY2021,ETH,2c390ce8,in_buy_1670a71f6b0409,0.077322,20149.8926566824448411,1558.0300000000000000035342,21750,1681.7535,123.7234999999999999964658,,0
FY2021,LTC,2f1d9961,in_buy_04b07a31e0e6e8,0.22856543,1862.9944802207911684,425.816134459291628345548412,2016.9966270714180965,461.015701375128317936303995,35.199566915836689590755583,,0
FY2021,LTC,2f1d9961,in_buy_3d137db6061ad6,1.13523457,1862.9951443904932277,2114.936491654229491435921589,2016.9966270714180965,2289.764298624871682070396005,174.827806970642190634474416,,0
FY2021,XBT,3462708e,in_buy_1ae1292523cba0,0.001923,520000,999.96,497900,957.4617,-42.4983,,0
FY2021,XBT,3462708e,in_buy_5cc3e9374b6566,0.008316,480999.2784992784992785,3999.990000000000000000006,497900,4140.5364,140.546399999999999999994,,0
FY2021,XBT,3462708e,in_buy_211345d4a1401c,0.01368546,480999.5178067093752153,6582.699660963008886133979538,497900,6813.990534,231.290873036991113866020462,,0
FY2021,XBT,3462708e,in_buy_41b785d7f19e3c,0.008146,490999.2634421802111466,3999.6800000000000000002036,497900,4055.8934,56.2133999999999999997964,,0
FY2021,XBT,3462708e,in_buy_c570be5cb18bd0,0.00998,501000,4999.98,497900,4969.042,-30.938,,0
FY2021,XBT,3462708e,in_buy_98f8997659b49d,0.006,500000,3000,497900,2987.4,-12.6,,0
FY2021,XBT,3462708e,in_buy_39da2f83b75dc3,0.003,500000,1500,497900,1493.7,-6.3,,0
FY2021,XBT,3462708e,in_buy_28499c53394cf5,0.002941,510000,1499.91,497900,1464.3239,-35.5861,,0
FY2021,XBT,3462708e,in_buy_0e177eeaa38c66,0.001942,515000,1000.13,497900,966.9218,-33.2082,,0
FY2021,XBT,3462708e,in_buy_8d9c227cfaa482,0.004761,524998.9498004620877967,2499.5200000000000000000887,497900,2370.5019,-129.0181000000000000000887,,0
FY2021,XBT,3462708e,in_buy_4bd45d1d2bd542,0.004716,530000,2499.48,497900,2348.0964,-151.3836,,0
FY2021,XBT,3462708e,in_buy_28509dd39a1100,0.00158954,534998.2161969318587228,850.401064573671066714239512,497900,791.431966,-58.969098573671066714239512,,0
FY2021,ETH,364b560f,in_buy_24e0f9f739217c,0.146914,20419.9735899914235539,2999.9799999999999999976646,20998.9835861767720041,3085.0446745795742822103474,85.0646745795742822126828,,0
FY2021,ETH,364b560f,in_buy_5cb7a2202847ac,0.2,20012,4002.4,20998.9835861767720041,4199.79671723535440082,197.39671723535440082,,0
FY2021,ETH,364b560f,in_buy_5ba6d05b233687,0.12925034,19611,2534.72841774,20998.9835861767720041,2714.125768167767081632406394,179.397350427767081632406394,,0
FY2021,ETH,364b560f,in_buy_1374f618d61e15,0.00001966,14199.9350860110353781,0.279170723790976955533446,20998.9835861767720041,0.412840017304235337600606,0.13366929351325838206716,,0
FY2021,ETH,387bc5de,in_buy_26d4a862a3cfa0,0.014797,15899.8616698201707662,235.2702531283290668274614,22201.7976616881800365,328.5200000000000000000905,93.2497468716709331726291,,0
FY2021,XBT,43026212,in_buy_8012369e4d8399,0.00118246,722000,853.73612,837996.6471081307627829,990.897515339480301760267934,137.161395339480301760267934,,0
FY2021,XBT,43026212,in_buy_a72c4d7845456b,0.00001054,730000,7.6942,837996.6471081307627829,8.832484660519698239731766,1.138284660519698239731766,,0
FY2021,XBT,48aff812,in_buy_7634e76c273ae4,0.00281346,532000,1496.76072,549996.9521487351417251,1547.394424992380371837899846,50.633704992380371837899846,,0
FY2021,XBT,48aff812,in_buy_06eb9d64dfda2d,0.002523,490356.718192627824019,1237.169999999999999999937,549996.9521487351417251,1387.6423102712587625724273,150.4723102712587625724903,,0
FY2021,XBT,48aff812,in_buy_28c8676e5c5d17,0.00450654,490357.0950916142838037,2209.813863314163434532726198,549996.9521487351417251,2478.583264736360865589832154,268.769401422197431057105956,,0
FY2021,XRP,49d6f76e,in_buy_4a14c02dce53f4,20,4,80,4.98,99.6,19.6,,0
FY2021,LTC,4ae5fbe0,in_buy_d3aa8a1ec4d2ea,0.07233457,1980,143.2224486,2016.9792935444579781,145.897329897442143728932917,2.674881297442143728932917,,0
FY2021,LTC,4ae5fbe0,in_buy_5a0be06469442d,0.33816543,2325.7683763087651023,786.494463054855363588273489,2016.9792935444579781,682.072670102557856281117083,-104.421792952297507307156406,,0
FY2021,LTC,4ba5b0c7,in_buy_d3aa8a1ec4d2ea,0.4105,1980,812.79,2016.9792935444579781,827.97000000000000001005,15.18000000000000001005,,0
FY2021,ETH,4c462c26,in_buy_5ba6d05b233687,0.090749,19611,1779.678639,20995.9338394913442572,1905.3599999999999999966428,125.6813609999999999966428,,0
FY2021,XBT,4efb4cb5,in_buy_211345d4a1401c,0.00083154,480999.5178067093752153,399.970339036991113866530562,512000,425.74848,25.778140963008886133469438,,0
FY2021,XBT,4efb4cb5,in_buy_7b7a74b62d2b28,0.00067646,460999.3084370677731674,311.847592185338865836819404,512000,346.34752,34.499927814661134163180596,,0
FY2021,XBT,4efb4cb5,in_buy_65b09a0f4817dc,0.008492,470999.7644842204427697,3999.7300000000000000002924,512000,4347.904,348.1739999999999999997076,,0
FY2021,XBT,4fbed3a9,in_buy_7733fce1be9f61,0.0005,736394,368.197,721000,360.5,-7.697,,0
FY2021,ETH,56585114,in_buy_682b4c4c9ae50e,0.09989934,25300,2527.453302,25501,2547.53306934,20.07976734,,0
FY2021,ETH,56585114,in_buy_d98da414607b77,0.00010066,25650,2.581929,25501,2.56693066,-0.01499834,,0
FY2021,XBT,680884ef,in_buy_cdca06160220e9,0.00162146,488565,792.1886049,548999.3136582017844887,890.180427124227865477047502,97.991822224227865477047502,,0
FY2021,XBT,680884ef,in_buy_dcd99c42d80170,0.00566354,493499.1509339726301069,2794.952181280591349515632426,548999.3136582017844887,3109.279572875772134523131998,314.327391595180785007499572,,0
FY2021,XBT,6c5bbedf,in_buy_cdca06160220e9,0.00322354,488565,1574.9088201,568998.4825493171471927,1834.189368437025796661556158,259.280548337025796661556158,,0
FY2021,XBT,6c5bbedf,in_buy_835f137f292993,0.001,488560,488.56,568998.4825493171471927,568.9984825493171471927,80.4384825493171471927,,0
FY2021,XBT,6c5bbedf,in_buy_9eef08cf74564f,0.00104846,483678.8381742738589212,507.117914672199170124521352,568998.4825493171471927,596.572149013657056145658242,89.45423434145788602113689,,0
FY2021,XBT,7085a65d,in_buy_a8b458833a4157,0.01,471660,4716.6,541000,5410,693.4,,0
FY2021,XBT,748f5f92,in_buy_4ca0005538800c,0.00093654,483676.9230769230769231,452.982785538461538461560074,578999.7104806022003474,542.256388853503184713353996,89.273603315041646251793922,,0
FY2021,XBT,748f5f92,in_buy_b00764154c1b43,0.00597146,478842.3076923076923077,2859.387686692307692307738242,578999.7104806022003474,3457.473611146496815286485204,598.085924454189122978746962,,0
FY2021,XBT,74d12024,in_buy_f318fa082e39cf,0.00066667,550538.5184274417759639,367.027514080022608781853213,600000,400.002,32.974485919977391218146787,,0
FY2021,XBT,74d12024,in_buy_560601209262e6,0.00183333,545455.5371918858034287,999.999999999999999999938571,600000,1099.998,99.998000000000000000061429,,0
FY2021,XBT,781d79c9,in_buy_1458aa31a42b5d,0.00623346,511000,3185.29806,576999.5333644423705086,3596.703511245916938870537756,411.405451245916938870537756,,0
FY2021,XBT,781d79c9,in_buy_15731e8116b791,0.005,516000,2580,576999.5333644423705086,2884.997666822211852543,304.997666822211852543,,0
FY2021,XBT,781d79c9,in_buy_91195a0e84885e,0.00376754,521000,1962.88834,576999.5333644423705086,2173.868821931871208585970844,210.980481931871208585970844,,0
